Classification,AllocationType,Description,ExpenseTypeCode,FormID,HasAttendees,HasExceptions,HasImage,HasVAT,ID,ExpenseTypeName,IsBillable,IsImageRequired,IsPersonal,IsPersonalCardCharge,LocationID,LocationName,PaymentTypeID,PaymentTypeName,PostedAmount,ReceiptReceived,ReportID,ReportOwnerID,SpendCategoryCode,SpendCategoryName,TaxReceiptType,TransactionAmount,TransactionCurrencyCode,TransactionDate,Vendor,ExchangeRate,ApprovedAmount
ApprovedAmount,N,Command: Taxi 40 used office-client,BRKFT,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0bJ4saWwF$pdZXVd12d7dS7PUyCg,Breakfast,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,DC952A294B7942F3B77E,sriadmin@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,45.76,USD,06/27/15,Cafe Monte,1,45.76
HasComments,N,Commute,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1HZwpww1gvXgEF9ZnoLqYJ$sCj6w,Business Meal (attendees),FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,129,FALSE,0B4E37DD1F604EA18BBF,RDC-traveler@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,129,USD,05/05/14,n/a,1,129
HasComments,N,Commute,BRKFT,gWnhNrzltdBTRUUldhGttCey7deJtRUsCWA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3Gponim0FROi8U2V$pWxKT0ZnmWw,Breakfast,FALSE,TRUE,FALSE,FALSE,gWtbwiGzIw30utQtrIZ5e5Xk20hYLbLAlrA,"Fredericton, New Brunswick",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,0C2A52376DB6418EB738,heatherk_test@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,R,100,CAD,12/17/11,n/a,1,100
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a54viGpze3hKratqkcY4o0vyvw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,7324F9BDADD643CAAAA2,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Company Paid Expense received from MobilityCentral,DINNR,gWnhNrzltdBHWVyCL62Px6XaQwW6eRkJPFA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2GOtaboY1mBfDPyc20ZB9NM$sInQ,Dinner,FALSE,FALSE,FALSE,FALSE,gWtbwiGzPwnEjirg1BzQja2lGDw$sSQuIfsQ,"New York, New York",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,F284C65D111841F39BD9,miguelr@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,45.76,USD,06/05/13,Cafe Monte,1,45.76
HasComments,N,Company Paid Expense received from MobilityCentral,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt3Husv2nfqm51bzbEhgzhVYlzzow,Office Supplies,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,24,FALSE,BEE302755AA245E7A560,hfhi@anybizbu.com,OFFIC,Office,N,24,USD,03/05/12,n/a,1,24
HasComments,N,Company Paid Expense received from MobilityCentral,UNDEF,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3HphauVDKaIRfGT5oMHRw93bFSQ,Undefined,FALSE,TRUE,FALSE,FALSE,gWtbwiGzPwnEjirg1BzQja2lGDw$sSQuIfsQ,"New York, New York",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),45.76,FALSE,A8A632E4AF184849A48C,dparker@anybizbu.com,OTHER,Other,N,45.76,USD,03/14/12,Cafe Monte,1,45.76
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1ap8spss457dIPR7NNAE3U2Rj9w,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,134.41,FALSE,CE57BFE1948C4923931A,robe@nissan.com,TELEC,Telecom,N,134.41,USD,09/06/12,Sprint Nextel,1,134.41
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aupbniKjVvv14dyjhKQ2B27vvA,Miscellaneous,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,10,FALSE,9417C4DA06D34E2F9716,chrish@anybiz.com,OTHER,Other,N,10,USD,08/29/12,Tango Card,1,10
HasComments,N,Company Paid Expense received from MobilityCentral,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,TRUE,FALSE,FALSE,gWk7Lzqt1HZ0ms4iZ7RFi3T4T7obmf5pPqw,Business Meal (attendees),FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,54,FALSE,B18E2F9392DD441CB0BA,RDC-traveler@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,54,USD,05/11/14,n/a,1,54
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2Hu9Z3wlp0rQpCdcrQMpGtzE7qA,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,2DF311849A4246DE959D,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Company Paid Expense received from MobilityCentral,CELPH,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt3Y$sxZ8uwZ8fsBJdxMnO4NEssmlA,Cellular Phone,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOwwEgfHJNvHFMYPbxw64lfKc$sNg,"Chicago, Illinois",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,113.55,FALSE,AD12C458BF5C4D3B9BC8,jimw_test@anybizbu.com,TELEC,Telecom,N,113.55,USD,11/30/11,VERIZON,1,113.55
ApprovedAmount,N,Company Paid Expense received from MobilityCentral,BRKFT,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt0ae0sXCRPcbUphG3UuT6jWtyKfA,Breakfast,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,6.98,FALSE,A13D777039314BDB9CCE,sarahg@anybizbu.com,MEALA,Meal - Count in Daily Meal Allowance,N,6.98,USD,02/27/15,n/a,1,6.98
ApprovedAmount,N,Company Paid Expense received from MobilityCentral,BUSML,gWnhNrzltdBLfgkU$phmBuwlsL3Kq$sxcBIdQ,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt0YppeuT83lfu6bFuRm2YrpIkpkQ,Business Meal (attendees),FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,55,FALSE,B38F12855AFA4A01AE97,travelerCaseware@anybiz.com,MEALA,Meal - Count in Daily Meal Allowance,N,55,USD,09/30/15,n/a,1,55
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HptZSZdMVku3Qkw9ArC0CFXP2w,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,1073EFD729E940858817,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2GuxeZMrs2lhRbVGzJIKtADsN3Q,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,6DC0D71333324F069AB4,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,N,Customer Conference,AIRFR,gWnhNrzltcmakeqRCF20W4vBFvjiwvBS9hA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0b$sonloWKB3he484yYvC0YYCj$sw,Airfare,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOxXwgN0zcMIJ$s5$pzqeSP2q1jcVQ,"Dallas, Texas",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,455.2,FALSE,168E302ACC5A40A4AEBD,kevinapprover@anybizbu.com,AIRFR,Airfare,N,455.2,USD,05/14/15,United Airlines,1,455.2
ApprovedAmount,F,test,PARKG,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,TRUE,gWk7Lzqt0a$ssmiKZCMv7fZo1FVUABDXJ$srw,Parking /Tolls,FALSE,TRUE,FALSE,FALSE,gWtbwiGzLsHJQ0nh5OM$sSl1yX8wOKF5eUag,"London, UNITED KINGDOM",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,589,FALSE,F1EA466153814D77AF65,wsadmin@Connect-VATit.co.uk,GRTRN,Ground Transportation,N,589,GBP,08/13/14,test,1,589
ApprovedAmount,N,Dinner,DINNR,gWnhNrzltdBaiDNKjzehpDByvZwhFVywQXg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0a$sgpPHkZuJNNUKWfu2QJFDM1Jg,Dinner,FALSE,TRUE,FALSE,FALSE,gWtbwiGzItwYkD9fHGFEomti$szvtH$p1rTuw,"Brussel (Bruxelles), BELGIUM",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,57.98,FALSE,34D522ACAF3D4ADB8DC1,wsadmin@Connect-VATit.co.uk,MEALA,Meal - Count in Daily Meal Allowance,N,73.06,EUR,09/06/14,Restuarant,0.7936,73.06
HasComments,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aZkumPY0o2xzlaoaI6VyNDD0Pw,Miscellaneous,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,5,FALSE,3BA8CA5A07CC41B39231,chrish@anybiz.com,OTHER,Other,N,5,USD,10/04/12,Tango Card,1,5
ApprovedAmount,N,Command: Taxi 40 usd office-client,TAXIX,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2aZhaTev76$sr2dYHWZesz5hJDLw,Taxi,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,40,FALSE,A5B84F609C8543929B66,connorg@anybiz.com,GRTRN,Ground Transportation,N,40,USD,10/04/12,n/a,1,40
ApprovedAmount,N,Demo 2,MILEG,gWnhNrzltcRDRtejBO$pEDEWf2CQUjLaA6cA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt1au0mHHXKJPfcVMvqgnMmgAmq5g,Personal Car Mileage,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,73.82,FALSE,CCD92599CDF14AFE9B87,ambers@anybizbu.com,PRCRM,Personal Car - Mileage Reimbursement,N,73.82,USD,02/02/13,n/a,1,73.82
HasComments,N,Business Visit,CARRT,gWnhNrzltdWKlyOwp$pW6GQKvIjfmz1HjRzg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0a$shdakmHnReyzu4ErSZz5oxR0g,Car Rental,FALSE,TRUE,FALSE,FALSE,gWtbwiGzItwYkD9fHGFEomti$szvtH$p1rTuw,"Brussel (Bruxelles), BELGIUM",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,391.23,FALSE,34D522ACAF3D4ADB8DC1,wsadmin@Connect-VATit.co.uk,CARRT,Car Rental,N,472.79,EUR,01/11/14,Avis,0.8275,472.79
HasComments,N,Diner,AIRFR,gWnhNrzltcmakeqRCF20W4vBFvjiwvBS9hA,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0b$somOM6nVhVcmbBSNaC4WqA$sKA,Airfare,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOxXwgN0zcMIJ$s5$pzqeSP2q1jcVQ,"Dallas, Texas",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),291.2,FALSE,48A925AE89B843B1BA82,kevinapprover@anybizbu.com,AIRFR,Airfare,N,291.2,USD,05/14/15,American Airlines,1,291.2
ApprovedAmount,N,Gift Card Purchase,MISCL,gWnhNrzltdBTeouH1uQBxvWSYa9IoPaw9$pA,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2aZ5ePCipwFPimTmk2IOZydzcOg,Miscellaneous,FALSE,FALSE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,10,FALSE,49E1EF2F7B8C4A279822,chrish@anybiz.com,OTHER,Other,N,10,USD,09/05/12,Tango Card,1,10
HasComments,N,Dinner,MILEG,gWnhNrzltcRDRtejBO$pEDEWf2CQUjLaA6cA,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt0bJwtA32Kdr$sh02O4gP8olu4IEA,Personal Car Mileage,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,188,FALSE,B30EDFA4AD0B4E7EBCF2,sriadmin@anybizbu.com,PRCRM,Personal Car - Mileage Reimbursement,N,188,USD,11/09/15,n/a,1,188
ApprovedAmount,N,Training,1059,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1augqFpgBMyBV6SBjdY$sgF2WvQQ,Attendee Gifts,FALSE,FALSE,FALSE,FALSE,gWtbwiGzOxXwgN0zcMIJ$s5$pzqeSP2q1jcVQ,"Dallas, Texas",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,500,FALSE,F79877FC1677418D9CD5,LachlanUser@anybizbu.com,ENTER,Entertainment,N,500,USD,06/10/13,n/a,1,500
HasComments,N,Dinner,BUSPR,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0bJgqhjkNdLVHTZnEZH$pgtXqWuA,Misc. Promotional Expense,FALSE,TRUE,FALSE,FALSE,gWtbwiGzOxXwgN0zcMIJ$s5$pzqeSP2q1jcVQ,"Dallas, Texas",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,F28C395A560A40769C9D,sriuser@anybizbu.com,ADVTG,Advertising/Marketing,N,68.23,USD,08/28/15,Office Warehouse,1,68.23
HasComments,N,Dinner,ENTOT,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1HZwq89AXTs8CmVTHWUqMaoEFnw,Entertainment-Other,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,85,FALSE,A94ABF9A9E914F6F935F,RDC-traveler@anybizbu.com,ENTER,Entertainment,N,85,USD,05/05/14,n/a,1,85
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HpcnYrcshmdl8YuDwIOC0zauog,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,6F6B03EC2D814ECFB0C9,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Dinner,TAGFE,gWnhNrzltdRbWx7NQ6hbo8gBkfXEfOECQcg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0Y59cc2AU7FBTfxELKcHE7fFqmQ,Booking Fees,FALSE,FALSE,FALSE,FALSE,gWtbwiGzOxwcgwdge25Wo5OpCE2o9yKRFDw,"Falls Church, Virginia",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,550,FALSE,A698A58B65A6407B9A1F,Aylas@anybizbu.com,FEESD,Fees/Dues,N,550,USD,08/26/15,n/a,1,550
HasComments,N,Dinner,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2bp9aFp9O54LqLwTC8W5x1PjGmw,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,E9E435E92577428A8C27,admin@visagemobile.com,TELEC,Telecom,N,100,USD,01/21/13,n/a,1,100
HasComments,N,Web Service11,ONLIN,gWnhNrzltdRjW3DY87AgmBEMtHThc$p$sLnDg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2Y5wpALZQ20PgtyQR7obE4gFWBA,Internet,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,345,FALSE,FF60CC812FBF4319A590,astauffer@anybizbu.com,TELEC,Telecom,N,345,USD,02/05/13,Web Service11,1,345
HasComments,N,Dinner,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,TRUE,FALSE,gWk7Lzqt2H5pdqMfFfIe6tYK7A8efWZmPqA,Office Supplies,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAswQhHsdaDJYszkLQjRthgarL0w,"St Louis, Missouri",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,971BDF1B45E342528FB0,nidusa@anybizbu.com,OFFIC,Office,N,68.23,USD,05/22/13,Office Warehouse,1,68.23
HasComments,N,Wireless Expenses for (512) 921-6074,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1apksKCTfibpVOF8$s1CmtkCiLrQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,85.64,FALSE,8467C8F2C4B441D1AF86,pias@zip.com,TELEC,Telecom,N,85.64,USD,04/24/13,AT&T Mobility,1,85.64
ApprovedAmount,N,Wireless Expenses for (415) 465-3044,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2HehbKa4yde$pIJvO$pSgOehNUW2A,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,289.99,FALSE,E2D4912B84E94F0A8FCA,pias2@zip.com,TELEC,Telecom,N,289.99,USD,03/25/13,AT&T Mobility,1,289.99
HasComments,N,Dinner,ONLIN,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0apgnIOCR5hlaTB7H$pHV$s9zTIaQ,Internet,FALSE,FALSE,FALSE,FALSE,gWtbwiG3NsAcl$sdzJxr6d5X4$sGjmqTXNTvA,"Columbus, Ohio",gWrQbNglpw$pQVSMJiMYJadw7fFTb3,Purchasing Card CBCP,151.96,FALSE,682369230A1A4155B988,HigherEd_Testuser@anybizbu.com,TELEC,Telecom,N,151.96,USD,11/01/14,AD CATERING,1,151.96
ApprovedAmount,N,Dinner,OFCSP,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,TRUE,FALSE,FALSE,gWk7Lzqt1bOort27gtVSmLm1Nql0ZIZbPiQ,Office Supplies,FALSE,TRUE,FALSE,FALSE,gWtbwiGy5tAcuDpvlV6O9fxydu4fqvvKH9A,"Mendota Heights, Minnesota",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),68.23,FALSE,7AC4B8C2FF0447A5B0EE,lizr@anybizbu.com,OFFIC,Office,N,68.23,USD,04/22/14,Office Warehouse,1,68.23
ApprovedAmount,N,Dinner,TAXIX,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt0aZhefh1KWqI$pMthPTuo4rVmF9w,Taxi,FALSE,TRUE,FALSE,FALSE,gWtbwiGzPtnQkmvRnl6L0EOUvwXHeJR8hOQ,"Los Angeles, California",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,55,FALSE,C8C78AA646BD451295D1,steveb@anybizbu.com,GRTRN,Ground Transportation,N,55,USD,02/27/15,Blue Taxi,1,55
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt2GZosZHetQMdL$sb0hNw8aMGxbEg,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,A23BB36CECBE49899B57,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt1a5ZbSzBmNu9mwOJLB$sWbVRoJbQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,0063A81ADFCE43E1806C,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
ApprovedAmount,F,Client visit,AIRFR,gWnhNrzltdRegjDjFAEpp5tdolZ9GnCMcxQ,FALSE,FALSE,FALSE,TRUE,gWk7Lzqt3Gp1djHyoDmU6ePkDtBQBgzAbZg,Airfare,FALSE,TRUE,FALSE,FALSE,gWtbwiGzLsHJQ0nh5OM$sSl1yX8wOKF5eUag,"London, UNITED KINGDOM",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,405,FALSE,F5A9211806C04C21B122,jimw_test@anybizbu.com,AIRFR,Airfare,R,405,GBP,12/09/11,British Airways,1,405
HasComments,N,Web Service3,AIRFR,gWnhNrzltdRegjDjFAEpp5tdolZ9GnCMcxQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2bOsrf$pS3VtR8qf0OtzCEdSZ1MQ,Airfare,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,567,FALSE,0904DF4458784C3D9A80,astauffer@anybizbu.com,AIRFR,Airfare,N,567,USD,02/04/13,Web Service3,1,567
HasComments,N,Web Service8,LODNG,gWnhNrzltdRin22E63VXSCY9XAWoa2v9pZg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2bOgrOINE4dLyK133RyTJFIABHA,Hotel,FALSE,TRUE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,566,FALSE,96086CE235AA4D2F96FC,astauffer@anybizbu.com,LODGA,Lodging,N,566,USD,02/04/13,Web Service8,1,566
ApprovedAmount,N,Wireless Expenses for (856) 264-7025,1097,gWnhNrzltdWPQs7rL5IUB2v5knOf$sPXr7DQ,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt2Gu0s0G3MdbDZkH8$skSzESNr2JQ,Wireless Expenses,FALSE,TRUE,FALSE,FALSE,,,gWtVuVmiVipgznkhk1I7uxa7lCwJg,Personal Credit Card,136.64,FALSE,74520D382CB541F5AA30,sara@mn.com,TELEC,Telecom,N,136.64,USD,03/06/13,Sprint Nextel,1,136.64
HasComments,N,50,CELPH,gWnhNrzltdBHWVyCL62Px6XaQwW6eRkJPFA,FALSE,FALSE,FALSE,TRUE,gWk7Lzqt3bpYosD$pnWgfRdnj5$p4FcSxN6jg,Cellular Phone,FALSE,FALSE,FALSE,FALSE,gWtbwiGzMxAMv0exAoIUfp7rUL2bOM4mpxg,"Mexico City, MEXICO",gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,50,FALSE,C11D2F99A5C446BC84F9,j@anybizbu.com,TELEC,Telecom,N,50,MXN,12/03/11,n/a,1,50
HasComments,N,drive,CARRT,gWnhNrzltdWKlyOwp$pW6GQKvIjfmz1HjRzg,FALSE,FALSE,TRUE,FALSE,gWk7Lzqt0bJwp$pFE$pMwuoOpo53b8Yemx$pXw,Car Rental,FALSE,TRUE,FALSE,FALSE,gWtbwiGzAsQYm7c7gZGUrlVf$pkcVyWtV0kA,"Seattle, Washington",gWrQbNgqaxXqX6DuSJc870XryfGqV,Corporate Card IBCP (Offsets),414.97,FALSE,0C5CD7D0A93F4DB98BCA,sriadmin@anybizbu.com,CARRT,Car Rental,N,414.97,USD,07/03/15,Hertz,1,414.97
ApprovedAmount,N,drive,LODNG,gWnhNrzltdBmnxR0Gsi3WF7hQXV0BZ7FeWg,FALSE,FALSE,FALSE,FALSE,gWk7Lzqt0Ypoq7w$spsH9F8hAKjSRRVjZNZQ,Hotel,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,100,FALSE,38476B0B183849039AB4,travelerCaseware@anybiz.com,LODGA,Lodging,N,100,USD,09/30/15,Felix Hotels & Resorts,1,100
ApprovedAmount,N,drive,1059,gWnhNrzltcRDQG6PsapwBaxmWXlUvFoCnow,TRUE,FALSE,FALSE,FALSE,gWk7Lzqt1HZ0qcP1GI8145zSQCUa3ShzWew,Attendee Gifts,FALSE,FALSE,FALSE,FALSE,,,gWsZqV3MvnhFp$seGcoLUw9R3RfO2d,Cash,129,FALSE,BA1781C80E2A40B69AF4,RDC-traveler@anybizbu.com,ENTER,Entertainment,N,129,USD,05/11/14,n/a,1,129
